module	toolkit	package	header	kind	deprecated	bucket	rule	usage
DataExchange	TKDESTEP	APIHeaderSection	APIHeaderSection_EditHeader	class	0	keep		0
DataExchange	TKDESTEP	APIHeaderSection	APIHeaderSection_MakeHeader	class	0	keep		3
DataExchange	TKDEIGES	BRepToIGES	BRepToIGES_BREntity	class	0	keep		0
DataExchange	TKDEIGES	BRepToIGES	BRepToIGES_BRShell	class	0	keep		0
DataExchange	TKDEIGES	BRepToIGES	BRepToIGES_BRSolid	class	0	keep		0
DataExchange	TKDEIGES	BRepToIGES	BRepToIGES_BRWire	class	0	keep		0
DataExchange	TKDEIGES	BRepToIGESBRep	BRepToIGESBRep_Entity	class	0	keep		0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_AssemblyItemRefDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_CentroidDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_ColorDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_DatumDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_DimTolDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_GraphNodeDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_LengthUnitDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_LocationDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_MaterialDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_NoteBinDataDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_NoteCommentDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_NoteDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_VisMaterialDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinMXCAFDoc	BinMXCAFDoc_VisMaterialToolDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinXCAFDrivers	BinXCAFDrivers	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinXCAFDrivers	BinXCAFDrivers_DocumentRetrievalDriver	class	0	drop	R5	0
DataExchange	TKBinXCAF	BinXCAFDrivers	BinXCAFDrivers_DocumentStorageDriver	class	0	drop	R5	0
DataExchange	TKDE	DE	DE_ConfigurationContext	class	0	keep		0
DataExchange	TKDE	DE	DE_ConfigurationNode	class	0	keep		0
DataExchange	TKDE	DE	DE_PluginHolder	class	0	keep		0
DataExchange	TKDE	DE	DE_Provider	class	0	keep		0
DataExchange	TKDE	DE	DE_Wrapper	class	0	keep		0
DataExchange	TKDECascade	DEBRepCascade	DEBRepCascade_ConfigurationNode	class	0	keep		0
DataExchange	TKDECascade	DEBRepCascade	DEBRepCascade_Provider	class	0	keep		0
DataExchange	TKDECascade	DEXCAFCascade	DEXCAFCascade_ConfigurationNode	class	0	keep		0
DataExchange	TKDECascade	DEXCAFCascade	DEXCAFCascade_Provider	class	0	keep		0
DataExchange	TKDEIGES	Geom2dToIGES	Geom2dToIGES_Geom2dCurve	class	0	keep		0
DataExchange	TKDEIGES	Geom2dToIGES	Geom2dToIGES_Geom2dEntity	class	0	keep		0
DataExchange	TKDEIGES	Geom2dToIGES	Geom2dToIGES_Geom2dPoint	class	0	keep		0
DataExchange	TKDEIGES	Geom2dToIGES	Geom2dToIGES_Geom2dVector	class	0	keep		0
DataExchange	TKDEIGES	GeomToIGES	GeomToIGES_GeomCurve	class	0	keep		0
DataExchange	TKDEIGES	GeomToIGES	GeomToIGES_GeomEntity	class	0	keep		0
DataExchange	TKDEIGES	GeomToIGES	GeomToIGES_GeomPoint	class	0	keep		0
DataExchange	TKDEIGES	GeomToIGES	GeomToIGES_GeomSurface	class	0	keep		0
DataExchange	TKDEIGES	GeomToIGES	GeomToIGES_GeomVector	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeAxis1Placement	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeAxis2Placement2d	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeAxis2Placement3d	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeBSplineCurveWithKnots	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeBSplineCurveWithKnotsAndRationalBSplineCurve	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeBSplineSurfaceWithKnots	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeBSplineSurfaceWithKnotsAndRationalBSplineSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeBoundedCurve	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeBoundedSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeCartesianPoint	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeCircle	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeConic	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeConicalSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeCurve	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeCylindricalSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeDirection	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeElementarySurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeEllipse	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeHyperbola	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeLine	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeParabola	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakePlane	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakePolyline	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeRectangularTrimmedSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeSphericalSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeSurfaceOfLinearExtrusion	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeSurfaceOfRevolution	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeSweptSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeToroidalSurface	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_MakeVector	class	0	keep		0
DataExchange	TKDESTEP	GeomToStep	GeomToStep_Root	class	0	keep		0
DataExchange	TKDESTEP	HeaderSection	HeaderSection	class	0	keep		0
DataExchange	TKDESTEP	HeaderSection	HeaderSection_FileDescription	class	0	keep		0
DataExchange	TKDESTEP	HeaderSection	HeaderSection_FileName	class	0	keep		0
DataExchange	TKDESTEP	HeaderSection	HeaderSection_FileSchema	class	0	keep		0
DataExchange	TKDESTEP	HeaderSection	HeaderSection_Protocol	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_AllConnected	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_AllShared	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_Articulations	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_Compare	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_ConnectedComponants	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_Cumulate	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_Cycles	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_ExternalSources	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_SCRoots	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_StrongComponants	class	0	keep		0
DataExchange	TKXSBase	IFGraph	IFGraph_SubPartsIterator	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Act	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ActFunc	other	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Activator	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_AppliedModifiers	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_BasicDumper	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_CheckCounter	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ContextModif	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ContextWrite	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_DispGlobal	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_DispPerCount	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_DispPerFiles	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_DispPerOne	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_DispPerSignature	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Dispatch	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_EditForm	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_EditValue	enum	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Editor	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Functions	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_GeneralModifier	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_GraphCounter	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_HSeqOfSelection	other	0	drop	R1	0
DataExchange	TKXSBase	IFSelect	IFSelect_IntParam	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ListEditor	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ModelCopier	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ModifEditForm	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ModifReorder	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Modifier	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_PacketList	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ParamEditor	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_PrintCount	enum	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_PrintFail	enum	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_RemainMode	enum	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ReturnStatus	enum	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectAnyList	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectAnyType	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectBase	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectCombine	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectControl	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectDeduct	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectDiff	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectEntityNumber	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectErrorEntities	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectExplore	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectExtract	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectFlag	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectInList	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectIncorrectEntities	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectIntersection	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectModelEntities	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectModelRoots	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectPointed	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectRange	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectRootComps	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectRoots	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectSent	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectShared	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectSharing	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectSignature	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectSignedShared	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectSignedSharing	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectSuite	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectType	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectUnion	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectUnknownEntities	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Selection	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SelectionIterator	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SequenceOfAppliedModifiers	alias	0	drop	R1	0
DataExchange	TKXSBase	IFSelect	IFSelect_SequenceOfGeneralModifier	alias	0	drop	R1	0
DataExchange	TKXSBase	IFSelect	IFSelect_SequenceOfInterfaceModel	alias	0	drop	R1	0
DataExchange	TKXSBase	IFSelect	IFSelect_SessionDumper	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SessionFile	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SessionPilot	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ShareOut	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_ShareOutResult	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SignAncestor	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SignCategory	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SignCounter	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SignMultiple	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SignType	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SignValidity	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Signature	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_SignatureList	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_TSeqOfDispatch	alias	0	drop	R1	0
DataExchange	TKXSBase	IFSelect	IFSelect_TSeqOfSelection	alias	0	drop	R1	0
DataExchange	TKXSBase	IFSelect	IFSelect_TransformStandard	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_Transformer	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_WorkLibrary	class	0	keep		0
DataExchange	TKXSBase	IFSelect	IFSelect_WorkSession	class	0	keep		0
DataExchange	TKDEIGES	IGESAppli	IGESAppli	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_Array1OfFiniteElement	alias	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_Array1OfFlow	alias	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_Array1OfNode	alias	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_DrilledHole	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ElementResults	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_FiniteElement	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_Flow	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_FlowLineSpec	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_GeneralModule	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_HArray1OfFiniteElement	other	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_HArray1OfFlow	other	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_HArray1OfNode	other	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_LevelFunction	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_LevelToPWBLayerMap	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_LineWidening	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_NodalConstraint	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_NodalDisplAndRot	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_NodalResults	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_Node	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_PWBArtworkStackup	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_PWBDrilledHole	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_PartNumber	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_PinNumber	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_PipingFlow	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_Protocol	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ReadWriteModule	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ReferenceDesignator	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_RegionRestriction	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_SpecificModule	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolDrilledHole	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolElementResults	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolFiniteElement	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolFlow	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolFlowLineSpec	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolLevelFunction	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolLevelToPWBLayerMap	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolLineWidening	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolNodalConstraint	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolNodalDisplAndRot	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolNodalResults	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolNode	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolPWBArtworkStackup	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolPWBDrilledHole	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolPartNumber	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolPinNumber	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolPipingFlow	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolReferenceDesignator	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESAppli	IGESAppli_ToolRegionRestriction	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_Array1OfLineFontEntity	alias	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_Array2OfHArray1OfReal	alias	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_AssocGroupType	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ExternalRefFile	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ExternalRefFileIndex	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ExternalRefFileName	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ExternalRefLibName	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ExternalRefName	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ExternalReferenceFile	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_GeneralModule	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_Group	class	0	collapse	C-IGES	1
DataExchange	TKDEIGES	IGESBasic	IGESBasic_GroupWithoutBackP	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_HArray1OfHArray1OfIGESEntity	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_HArray1OfHArray1OfInteger	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_HArray1OfHArray1OfReal	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_HArray1OfHArray1OfXY	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_HArray1OfHArray1OfXYZ	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_HArray1OfLineFontEntity	other	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_HArray2OfHArray1OfReal	other	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_Hierarchy	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_Name	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_OrderedGroup	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_OrderedGroupWithoutBackP	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_Protocol	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ReadWriteModule	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_SingleParent	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_SingularSubfigure	class	0	collapse	C-IGES	1
DataExchange	TKDEIGES	IGESBasic	IGESBasic_SpecificModule	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_SubfigureDef	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolAssocGroupType	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolExternalRefFile	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolExternalRefFileIndex	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolExternalRefFileName	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolExternalRefLibName	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolExternalRefName	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolExternalReferenceFile	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolGroup	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolGroupWithoutBackP	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolHierarchy	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolName	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolOrderedGroup	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolOrderedGroupWithoutBackP	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolSingleParent	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolSingularSubfigure	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESBasic	IGESBasic_ToolSubfigureDef	class	0	collapse	C-IGES	0
DataExchange	TKDEIGES	IGESCAFControl	IGESCAFControl	class	0	keep		0
DataExchange	TKDEIGES	IGESCAFControl	IGESCAFControl_ConfigurationNode	class	0	keep		0
DataExchange	TKDEIGES	IGESCAFControl	IGESCAFControl_Provider	class	0	keep		0
DataExchange	TKDEIGES	IGESCAFControl	IGESCAFControl_Reader	class	0	keep		1
DataExchange	TKDEIGES	IGESCAFControl	IGESCAFControl_Writer	class	0	keep		1
DataExchange	TKDEIGES	IGESControl	IGESControl_ActorWrite	class	0	keep		0
DataExchange	TKDEIGES	IGESControl	IGESControl_AlgoContainer	class	0	keep		0
DataExchange	TKDEIGES	IGESControl	IGESControl_Controller	class	0	keep		6
DataExchange	TKDEIGES	IGESControl	IGESControl_IGESBoundary	class	0	keep		0
DataExchange	TKDEIGES	IGESControl	IGESControl_Reader	class	0	keep		3
DataExchange	TKDEIGES	IGESControl	IGESControl_ToolContainer	class	0	keep		0
DataExchange	TKDEIGES	IGESControl	IGESControl_Writer	class	0	keep		2
DataExchange	TKDEIGES	IGESConvGeom	IGESConvGeom	class	0	keep		0
DataExchange	TKDEIGES	IGESConvGeom	IGESConvGeom_GeomBuilder	class	0	keep		0
DataExchange	TKDEIGES	IGESData	IGESData	class	0	keep		0
DataExchange	TKDEIGES	IGESData	IGESData_Array1OfDirPart	alias	0	drop	R1	0
DataExchange	TKDEIGES	IGESData	IGESData_Array1OfIGESEntity	alias	0	drop	R1	0
DataExchange	TKDEIGES	IGESData	IGESData_BasicEditor	class	0	keep		0
DataExchange	TKDEIGES	IGESData	IGESData_ColorEntity	class	0	keep		0
